message_id,message_text,toxicity_label,toxicity_score,confidence,crime_type,severity_level,legal_section,matched_keywords,scam_subtype
232,"Bhadwe ki nasal, tujhe kutte ke saamne nanga kar ke gaand marwaunga!",High-Risk Threat,98,99,Criminal Threat,Critical,IPC 509 + 377 + 506,"bhadwe, nanga, gaand marwaunga",none
233,Teri maa ko hotel mein 1000 logo se chudwa ke prostitute bana dunga saale!,High-Risk Threat,98,99,Criminal Threat,Critical,IPC 376 + 506,"maa ko chudwa, prostitute",none
234,"Gandu suar ke bachche, teri gand mein mirchi daal ke lund ghused dunga!",High-Risk Threat,97,99,Criminal Threat,Critical,IPC 377 + 506,"gandu, mirchi, lund ghused",none
235,Teri puri family ko maar ke laashon se tera ghar saja dunga madarchod!,High-Risk Threat,98,99,Criminal Threat,Critical,IPC 302 + 506,"family ko maar, laashon se saja",none
236,"Chodu harami, teri maa ki chut ko chain-saw se kaat ke tujhe khila dunga!",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 506 + 307,"maa ki chut, chain-saw, khila dunga",none
237,Teri behen ko pregnant kar ke abortion karwa ke video viral kar dunga kutiya!,High-Risk Threat,98,99,Criminal Threat,Critical,IPC 376 + 506 + IT 67,"behen ko pregnant, abortion, viral",none
238,Tujhe acid daal ke tera chehra jala dunga aur teri maa ko dikhake hasunga!,High-Risk Threat,97,99,Criminal Threat,Critical,IPC 326A + 506,"acid daal, chehra jala",none
239,"Bhen ke lode, teri maa ko sadak pe kutte ke saath chudwa ke live stream karunga!",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 294 + 377 + IT 67,"bhen ke lode, kutte ke saath, live stream",none
240,Teri maa ki bhosdi mein rocket daal ke space mein bhej dunga randi ke pille!,High-Risk Threat,96,98,Criminal Threat,Critical,IPC 506 + 294,"bhosdi mein rocket, randi ke pille",none
241,I'll fuck your mom's corpse after I slit her throat you worthless piece of shit!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 354A + 506,"fuck your mom's corpse, slit her throat",none
242,Your sister’s getting gangbanged by 20 dogs on live stream while you watch you pathetic cuck!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 377 + 294 + IT 67 + 506,"gangbanged by dogs, live stream, cuck",none
243,I’ll pour gasoline down your mother’s cunt and light her up like a fucking bonfire!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506 + 294,"gasoline down cunt, light her up",none
244,Your whole family’s getting chainsawed into pieces and I’ll feed the chunks to your sister’s pussy!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"chainsawed, feed to pussy",none
245,I’ll shove a live grenade up your mom’s asshole and blow her guts across the room!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 307 + 506 + 294,"grenade up asshole, blow her guts",none
246,Your sister will be pregnant with triplets from horse cock before I leak the video everywhere!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 377 + 354C + IT 67 + 506,"horse cock, pregnant, leak video",none
247,I’ll acid-bath your face then fuck the melted holes while your mom screams!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"acid-bath, fuck the melted holes",none
248,Your mom’s getting turned into a human urinal at a truck stop for a month straight!,High-Risk Threat,98,99,Criminal Threat,Critical,IPC 509 + 376 + 506,"human urinal, truck stop",none
249,"I’ll cut your dick off, feed it to your sister, then skull-fuck her with the bloody stump!",High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"cut your dick off, skull-fuck",none
250,Your entire bloodline gets executed and I’ll rape the corpses in front of your burning house!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 354A + 506,"rape the corpses, burning house",none
251,I’ll electrocute your mom’s clit until she pisses blood then fuck her while she convulses!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"electrocute clit, pisses blood",none
252,Your sister’s holes are getting filled with broken glass then I’ll pound her till she bleeds out!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"broken glass, bleed out",none
253,I’ll tie your mom to train tracks and let the train fuck her to pieces while I film it!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506 + IT 67,"train fuck her to pieces, film",none
254,Your family gets skinned alive and I’ll wear their faces while fucking your sister’s corpse!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 354A + 506,"skinned alive, wear faces, fuck corpse",none
255,I’ll force your mom to eat her own chopped-off tits before I blow her brains out!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 506,"eat own tits, blow brains",none
256,Your sister will be sold to a brothel where 100 men a day rip her apart!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 370 + 376 + 506,"sold to brothel, rip her apart",none
257,I’ll drill holes in your mom’s skull and fuck the brain matter out of her head!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"drill holes in skull, fuck brain matter",none
258,Your whole family gets crucified then set on fire while I piss on the flames!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"crucified, set on fire, piss on flames",none
259,I’ll impregnate your sister with a pig then cut the freak baby out live on stream!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 377 + 376 + IT 67 + 506,"impregnate with pig, cut baby out",none
260,Your mom’s getting her intestines pulled out through her cunt then used as a jump rope!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 506,"intestines through cunt, jump rope",none
261,I’ll make your sister drink bleach then throat-fuck her while she chokes to death!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"drink bleach, throat-fuck",none
262,Your family’s heads will be on spikes outside my house while I fuck their eye sockets!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 354A + 506,"heads on spikes, fuck eye sockets",none
263,I’ll shove razor blades up your mom’s ass then make her shit them out one by one!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"razor blades up ass, shit them out",none
264,Your sister gets turned into a blow-up doll for a prison gangbang marathon!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"blow-up doll, prison gangbang",none
265,I’ll melt your mom’s face with a blowtorch then skull-fuck the charred skull!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 376,"melt face, skull-fuck charred skull",none
266,Your entire family gets fed into a woodchipper feet-first while I jerk off to the screams!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"woodchipper feet-first, jerk off",none
267,I’ll force your sister to fuck her own mother’s corpse with a strap-on before I kill her!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 354A + 302 + 506,"fuck mother’s corpse, strap-on",none
268,Your mom’s cunt gets filled with fire ants then sewn shut while she screams!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"fire ants, sewn shut",none
269,I’ll nail your sister’s tits to a wall and use her as a human dartboard!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"nail tits, human dartboard",none
270,Your family gets buried alive in a septic tank full of shit and I’ll piss on the dirt!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"buried alive, septic tank",none
271,I’ll cut your mom open like a fish and fuck the gaping stomach wound!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"cut open, fuck stomach wound",none
272,Your sister’s getting drowned in cum from 500 strangers then revived to do it again!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"drowned in cum, revived",none
273,I’ll freeze your mom’s body then shatter it with a sledgehammer and fuck the shards!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"freeze body, shatter, fuck shards",none
274,Your whole bloodline gets genocided and I’ll turn the mass grave into my personal toilet!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"genocided, mass grave toilet",none
275,I’ll make your sister eat her own eyeballs then blind-fuck her bleeding sockets!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"eat eyeballs, blind-fuck sockets",none
276,Your mom gets strapped to a rocket and launched while I fuck the exhaust!,High-Risk Threat,98,99,Criminal Threat,Critical,IPC 302 + 506,"strapped to rocket, fuck exhaust",none
277,I’ll rip your sister’s womb out and wear it as a hat while I skull-fuck her!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"rip womb out, wear as hat",none
278,Your family gets fed alive to pigs and I’ll fuck the pigs after they digest you!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 377 + 506,"fed to pigs, fuck the pigs",none
279,I’ll boil your mom alive then drink the soup while jerking off to her screams!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"boil alive, drink the soup",none
280,Your sister’s getting turned into a human centipede with your mom and dad!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,human centipede,none
281,I’ll hammer nails into your mom’s clit then pull them out with my teeth!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"nails into clit, pull with teeth",none
282,Your family gets crucified upside-down and I’ll piss gasoline on them before lighting!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"crucified upside-down, piss gasoline",none
283,I’ll force your sister to castrate herself then fuck the bleeding stump!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"castrate herself, fuck stump",none
284,Your mom’s head gets mounted on my wall while I fuck her decapitated body!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"head mounted, fuck decapitated body",none
285,I’ll make your entire family eat each other’s chopped-off limbs!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,eat chopped-off limbs,none
286,Your sister gets impaled on a stake then I’ll fuck the wound while she dies!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"impaled on stake, fuck the wound",none
287,I’ll drown your mom in a vat of acid then fuck the dissolved remains!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 376,"drown in acid, fuck remains",none
288,Your family gets turned into ground beef and I’ll feed it back to your sister!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"ground beef, feed back",none
289,I’ll sew your sister’s mouth to your mom’s asshole then force them to shit in each other!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 509 + 506,"mouth to asshole, shit in each other",none
290,Your mom gets her bones broken one by one then I’ll fuck the shattered body!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"bones broken, fuck shattered body",none
291,I’ll make your sister give birth to a dead baby then fuck the afterbirth!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 506,"birth to dead baby, fuck afterbirth",none
292,Your whole family gets vivisected alive and I’ll masturbate to their exposed organs!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"vivisected alive, masturbate to organs",none
293,I’ll force your mom to watch me rape and kill your sister then do the same to her!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,watch me rape and kill,none
294,Your sister’s getting her spine ripped out then used as a dildo on your mom!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"spine ripped out, used as dildo",none
295,I’ll fill your mom’s body with explosives and detonate her from the inside!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 307 + 302 + 506,"explosives inside, detonate",none
296,Your family gets turned into furniture and I’ll fuck your sister on the couch made from them!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"turned into furniture, fuck on couch",none
297,I’ll make your sister eat razor blades then fuck her throat while she bleeds!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"eat razor blades, fuck throat",none
298,Your mom gets her tongue cut out then I’ll use it to jerk off!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"tongue cut out, jerk off",none
299,I’ll chain your family in a pit of starving rats and film them getting eaten alive!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 506 + IT 67,"pit of rats, eaten alive",none
300,Your sister’s last breath will be me cumming down her throat while I strangle her to death!,High-Risk Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"cumming down throat, strangle",none
301,I'll carve your mom's face off with a rusty knife then wear it while I fuck your sister's screaming mouth!,Skin Mask + Rape Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"carve face off, wear it, fuck screaming mouth",none
302,Your sister gets her limbs chainsawed off one by one then I’ll use the stumps to fuck her torso!,Dismemberment Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 302,"chainsawed limbs, fuck torso",none
303,I’ll force your mom to swallow broken glass shards then throat-fuck her till her insides shred!,Internal Mutilation Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"swallow glass shards, throat-fuck",none
304,Your entire family gets impaled on giant meat hooks and I’ll swing them like piñatas full of blood!,Impaling Torture Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"impaled on meat hooks, swing like piñatas",none
305,I’ll pump your sister full of maggots then fuck her while they eat her from the inside out!,Insect Infestation Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"pump full of maggots, eat from inside",none
306,Your mom’s getting her jaw ripped off then I’ll skull-fuck the exposed throat hole!,Jaw Removal + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"jaw ripped off, skull-fuck throat hole",none
307,I’ll make your sister watch me disembowel your mom alive then use the intestines as a noose!,Forced Witness + Strangulation Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"disembowel alive, intestines as noose",none
308,Your family gets thrown into a pit of boiling oil and I’ll jerk off to their melting flesh!,Boiling Torture Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"boiling oil, melting flesh",none
309,I’ll staple your mom’s eyelids open then fuck her eye sockets while she’s still conscious!,Eye Socket Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"staple eyelids, fuck eye sockets",none
310,Your sister’s pregnant belly gets sliced open and I’ll fuck the fetus before stomping it!,Fetal Murder + Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"slice open belly, fuck fetus",none
311,I’ll freeze your mom’s tits solid then shatter them with a hammer and make her eat the pieces!,Cannibalistic Mutilation Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 506,"freeze tits, shatter, eat pieces",none
312,Your whole bloodline gets fed through a meat grinder alive and I’ll drink the resulting slurry!,Slow Grinding Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"meat grinder alive, drink slurry",none
313,I’ll sew your sister’s pussy shut with barbed wire then rip it open again with my cock!,Barbed Wire Torture Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"sew pussy shut, barbed wire, rip open",none
314,Your mom gets crucified naked in public then I’ll set her on fire and piss on the ashes!,Public Burning Crucifixion Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 509 + 506,"crucified naked, set on fire, piss on ashes",none
315,I’ll force your sister to castrate your dad with her teeth then fuck her bloody mouth!,Forced Castration + Rape Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"castrate with teeth, fuck bloody mouth",none
316,Your family gets buried up to their necks in concrete and I’ll use their heads as urinals!,Live Burial Humiliation Threat,99,99,Criminal Threat,Critical,IPC 302 + 509 + 506,"buried up to necks, use heads as urinals",none
317,I’ll drill your mom’s brain out through her nose then fuck the empty skull cavity!,Brain Removal + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"drill brain out, fuck skull cavity",none
318,Your sister gets her spine snapped in half then I’ll fold her in two and fuck both ends!,Spinal Break + Double Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"spine snapped, fuck both ends",none
319,I’ll make your mom gargle battery acid then throat-fuck her dissolving throat!,Chemical Torture Rape Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"gargle battery acid, dissolving throat",none
320,Your entire family gets vivisected and their organs harvested while I fuck the open cavities!,Live Organ Harvesting Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"vivisected, fuck open cavities",none
321,I’ll tie your sister spread-eagle and let vultures peck out her eyes and genitals!,Animal Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"vultures peck eyes, genitals",none
322,Your mom’s getting her tongue pulled out through her asshole then used as a leash!,Extreme Humiliation Mutilation Threat,99,99,Criminal Threat,Critical,IPC 326A + 509 + 506,"tongue through asshole, used as leash",none
323,I’ll force your family to eat each other’s cooked flesh while I film their last meal!,Forced Cannibalism Threat,99,99,Criminal Threat,Critical,IPC 302 + 506 + IT 67,"eat cooked flesh, last meal",none
324,Your sister gets injected with flesh-eating bacteria then I’ll fuck the rotting holes!,Necrotizing Infection Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"flesh-eating bacteria, fuck rotting holes",none
325,I’ll hang your mom by her intestines from a bridge then swing her like a pendulum!,Intestine Hanging Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"hang by intestines, swing like pendulum",none
326,Your family gets turned into human sushi and I’ll eat them raw while fucking your sister!,Cannibalistic Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"human sushi, eat raw",none
327,I’ll make your sister’s womb explode with fireworks then fuck the bloody crater!,Internal Explosive Threat,99,99,Criminal Threat,Critical,IPC 307 + 376 + 506,"womb explode, fireworks, fuck crater",none
328,Your mom gets her ribs cracked open like a book then I’ll read her organs while fucking!,Chest Cavity Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"ribs cracked open, fuck organs",none
329,I’ll drown your family in a pool of their own blood and jerk off underwater!,Blood Drowning Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"drown in own blood, jerk off",none
330,Your sister’s getting her face peeled off then I’ll wear it as a mask while raping her!,Face Peel + Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"face peeled off, wear as mask",none
331,I’ll force your mom to fuck a blender then turn it on high while I watch!,Self-Mutilation Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"fuck a blender, turn on high",none
332,Your whole bloodline gets dissolved in acid and I’ll use the liquid to lube my next fuck!,Acid Dissolution Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"dissolved in acid, use as lube",none
333,I’ll nail your sister’s hands and feet to the floor then fuck her till the nails tear through!,Crucifixion Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"nail hands and feet, fuck till tear",none
334,Your mom gets her skull bashed in with a brick then I’ll fuck the brain mush!,Blunt Force + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"skull bashed in, fuck brain mush",none
335,I’ll make your family play Russian roulette with their own cocks and pussies!,Forced Self-Mutilation Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"Russian roulette, cocks and pussies",none
336,Your sister gets strapped to a table and I’ll carve my name into her flesh with a hot knife!,Branding Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"carve name, hot knife",none
337,I’ll feed your mom’s chopped-off limbs to starving dogs while she watches bleeding out!,Forced Witness Mutilation Threat,99,99,Criminal Threat,Critical,IPC 302 + 326A + 506,"chopped limbs to dogs, bleeding out",none
338,Your family gets thrown into a shark tank alive and I’ll fuck your sister underwater!,Animal Attack Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"shark tank alive, fuck underwater",none
339,I’ll rip your sister’s heart out still beating then fuck the chest cavity!,Live Heart Removal Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"rip heart out, fuck chest cavity",none
340,Your mom’s getting her spine ripped out through her mouth then used as a whip!,Spinal Extraction Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"spine through mouth, used as whip",none
341,I’ll force your sister to eat her own aborted fetus then fuck her vomit-covered face!,Forced Cannibalism Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"eat aborted fetus, fuck vomit face",none
342,Your family gets electrocuted on a giant grid while I masturbate to the twitching!,Electrocution Mass Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"electrocuted on grid, twitching",none
343,I’ll make your mom’s cunt into a glory hole for a prison yard then seal it with cement!,Mass Rape + Sealing Threat,99,99,Criminal Threat,Critical,IPC 376D + 509 + 506,"glory hole prison, seal with cement",none
344,Your sister gets her bones slowly crushed in a hydraulic press then I’ll fuck the pulp!,Slow Crushing Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"bones crushed, fuck the pulp",none
345,I’ll hang your mom upside down and drain her blood into bottles then drink it!,Blood Draining Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"drain blood, drink it",none
346,Your family gets turned into living furniture and I’ll sit on your sister’s face forever!,Living Furniture Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 509 + 506,"living furniture, sit on face",none
347,I’ll force your sister to fuck a corpse of your mom while I film it for blackmail!,Necrophilic Incest Threat,99,99,Criminal Threat,Critical,IPC 376 + 354A + IT 67,"fuck corpse of mom, blackmail",none
348,Your mom gets her eyes gouged out then I’ll use them as marbles while fucking her sockets!,Eye Gouging Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"eyes gouged, fuck sockets",none
349,I’ll make your entire family suffocate in a plastic bag while I jerk off outside!,Asphyxiation Mass Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,suffocate in plastic bag,none
350,Your sister’s last words will be my cum choking her as I strangle her with her own hair!,Hair Strangulation Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"cum choking, strangle with hair",none
351,Teri maa ki bhosdi mein patthar bhar ke hammer se thok dunga phir uske tukdon se teri behen ko pelunga madarchod!,Extreme Mutilation Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"bhosdi mein patthar, hammer se thok, behen ko pelunga",none
352,Teri behen ko 50 kutte se chudwa ke uski chut se khoon nikalne tak video banaunga randi ki nasal!,Bestiality Gang Rape Threat,99,99,Criminal Threat,Critical,IPC 377 + 376D + IT 67,"kutte se chudwa, chut se khoon, video",none
353,Teri maa ko zinda jala ke uski raakh teri behen ki chut mein ghusa dunga harami kutte!,Burning + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda jala, raakh chut mein ghusa",none
354,Teri puri family ko chain-saw se tukde tukde kar ke teri maa ke tukdon se teri behen ko chodoonga!,Family Dismemberment Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"chain-saw se tukde, maa ke tukdon se chodoonga",none
355,Teri maa ki chut mein acid daal ke andar tak jala dunga phir uske jalte hue muh mein lund ghusa dunga!,Acid Torture Rape Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"chut mein acid, jala dunga, muh mein lund",none
356,Teri behen ko pregnant kar ke abortion karwa ke uska baccha teri maa ko khila dunga saale!,Forced Abortion + Cannibal Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"pregnant kar ke abortion, baccha khila dunga",none
357,Teri maa ko sadak pe nanga latka ke 1000 logo ke saamne kutte se chudwaunga live stream pe!,Public Bestiality Threat,99,99,Criminal Threat,Critical,IPC 294 + 377 + IT 67,"nanga latka, kutte se chudwa, live stream",none
358,Teri behen ki chut mein current daal ke bijli se jhatka dunga phir usi current se teri maa ko marunga!,Electrocution Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 506,"chut mein current, jhatka, teri maa ko marunga",none
359,Teri maa ki bhosdi ko bomb se udaa ke uske tukdon ko teri behen ke muh mein thoon dunga!,Explosive Dismemberment Threat,99,99,Criminal Threat,Critical,IPC 307 + 376 + 506,"bhosdi ko bomb, tukdon ko muh mein",none
360,Teri puri khandan ko zinda dafn kar ke teri maa ki laash pe teri behen ko thokunga!,Family Burial + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda dafn, laash pe thokunga",none
361,Teri behen ko blue film mein hero banake teri maa ko bhi usmein pelwa ke viral kar dunga!,Family Porn Revenge Threat,99,99,Criminal Threat,Critical,IPC 354C + 376 + IT 67,"blue film hero, maa ko pelwa, viral",none
362,Teri maa ki chut ko chainsaw se kaat ke uske khoon se teri behen ko nahla dunga!,Genital Mutilation Threat,99,99,Criminal Threat,Critical,IPC 326A + 376 + 506,"chut ko chainsaw, khoon se nahla",none
363,Teri behen ko 500 logo se gangbang karwa ke uski chut faad ke khoon nikaal dunga!,Mass Gang Rape Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"500 logo se gangbang, chut faad",none
364,Teri maa ko helicopter se latka ke neeche se 1000 lund wale pel denge saale!,Public Mass Rape Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"helicopter se latka, 1000 lund wale",none
365,Teri behen ki gand mein mirchi powder daal ke jala dunga phir lund ghusa ke hasunga!,Anal Torture Threat,99,99,Criminal Threat,Critical,IPC 377 + 326A + 506,"gand mein mirchi, jala dunga, lund ghusa",none
366,Teri maa ko kutte ke saath shaadi karwa ke honeymoon pe kutte se chudwaunga!,Bestiality Marriage Threat,99,99,Criminal Threat,Critical,IPC 377 + 294 + 506,"kutte ke saath shaadi, chudwaunga",none
367,Teri puri family ko zinda kaat ke laashon se ghar saja dunga aur teri behen ko usmein thokunga!,Family Murder + Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda kaat, laashon se saja, behen ko thokunga",none
368,Teri maa ki bhosdi mein rocket daal ke space mein bhej dunga phir wapas laake teri behen ko pelunga!,Absurd Explosive Threat,99,99,Criminal Threat,Critical,IPC 307 + 376 + 506,"bhosdi mein rocket, space mein, behen ko pelunga",none
369,Teri behen ko pregnant kar ke delivery ke time uski chut faad ke baccha bahar nikaal dunga!,Birth Torture Threat,99,99,Criminal Threat,Critical,IPC 376 + 302 + 506,"pregnant kar ke, chut faad, baccha nikaal",none
370,Teri maa ko jail mein bhej ke 1000 kaidi se roz gangrape karwaunga har roz!,Prison Mass Rape Threat,99,99,Criminal Threat,Critical,IPC 376D + 506,"jail mein 1000 kaidi, gangrape",none
371,Teri behen ki chut mein chili powder + petrol daal ke aag laga dunga!,Extreme Burning Torture Threat,99,99,Criminal Threat,Critical,IPC 326A + 506,"chut mein chili petrol, aag laga",none
372,Teri maa ko acid mein dubo ke uske bikharte hue jism ko teri behen ke muh mein thoon dunga!,Acid Dissolution Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 376,"acid mein dubo, bikharte jism, muh mein thoon",none
373,Teri puri khandan ko woodchipper mein daal ke uske khoon se teri behen ko nahlaunga!,Grinding Murder Threat,99,99,Criminal Threat,Critical,IPC 302 + 506,"woodchipper mein, khoon se nahlaunga",none
374,Teri behen ko kutte se pregnant karwa ke uska janwar baccha teri maa ko khila dunga!,Bestiality + Cannibal Threat,99,99,Criminal Threat,Critical,IPC 377 + 302 + 506,"kutte se pregnant, janwar baccha khila",none
375,Teri maa ki chut ko drill machine se ched kar andar tak lund ghusa dunga!,Power Tool Rape Threat,99,99,Criminal Threat,Critical,IPC 376 + 326A + 506,"chut ko drill, andar tak lund",none
376,Teri behen ko zinda jala ke uski laash pe teri maa ko thokne pe majboor karunga!,Burning + Forced Necrophilia Threat,99,99,Criminal Threat,Critical,IPC 302 + 376 + 506,"zinda jala, laash pe thokne pe majboor",none
377,Teri maa ko nanga kar ke sadak pe kutte ke saath chudwa ke video viral kar dunga!,Public Bestiality Video Threat,99,99,Criminal Threat,Critical,IPC 294 + 377 + IT 67,"nanga kar, kutte ke saath, video viral",none
378,Teri behen ki gand mein current wala wire daal ke bijli se maar dunga!,Electrocution Anal Threat,99,99,Criminal Threat,Critical,IPC 326A + 302 + 506,"gand mein current wire, bijli se maar",none
